date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note,fireCount,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_max,surface_pressure_mean
2023-10-19,Punjab,Jalandhar,1.0,PM10,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,19.7,26.8,14.2,77,0.0,10.7,986.8
2023-10-19,Punjab,Ludhiana,1.0,PM10,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,20.3,27.3,15.1,71,0.0,9.8,985.8
2023-10-19,Punjab,Patiala,1.0,PM10,45.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0,21.0,27.7,16.2,66,0.0,11.3,985.2
2023-10-19,Punjab,Rupnagar,1.0,PM10,96.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,20.3,27.9,14.8,75,0.0,9.9,984.1
2023-10-20,Punjab,Amritsar,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,17.0,20.5,27.8,14.7,77,0.0,10.2,988.5
2023-10-20,Punjab,Bathinda,1.0,PM10,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,21.8,28.4,16.5,65,0.0,9.0,991.6
2023-10-20,Punjab,Jalandhar,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0,20.9,28.2,14.8,76,0.0,11.4,987.3
2023-10-20,Punjab,Ludhiana,1.0,PM10,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,8.0,21.2,29.0,15.7,71,0.0,8.7,986.3
2023-10-20,Punjab,Patiala,1.0,PM10,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,28.0,21.8,29.3,15.8,66,0.0,9.1,985.6
2023-10-20,Punjab,Rupnagar,1.0,PM10,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,21.0,28.9,14.9,73,0.0,9.4,984.6
2023-10-21,Punjab,Amritsar,1.0,PM10,94.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,34.0,21.0,26.9,15.3,76,0.0,9.7,988.8
2023-10-21,Punjab,Bathinda,1.0,PM2.5,187.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,22.6,28.8,16.8,67,0.3,10.8,991.9
2023-10-21,Punjab,Jalandhar,1.0,PM10,85.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,21.9,28.4,16.0,73,0.0,9.4,987.8
2023-10-21,Punjab,Ludhiana,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,21.7,29.3,16.0,71,0.0,10.3,986.7
2023-10-21,Punjab,Patiala,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,19.0,22.7,30.2,17.4,67,0.0,9.5,986.1
2023-10-21,Punjab,Rupnagar,1.0,PM10,161.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,21.2,29.5,14.6,71,0.0,9.4,985.0
2023-10-22,Punjab,Amritsar,1.0,PM10,88.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,20.7,26.5,16.3,79,0.0,24.1,989.8
2023-10-22,Punjab,Bathinda,1.0,PM2.5,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,22.6,28.8,18.3,70,0.1,12.4,992.4
2023-10-22,Punjab,Jalandhar,1.0,PM10,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,21.1,27.0,15.7,76,8.2,15.2,988.5
2023-10-22,Punjab,Ludhiana,1.0,PM10,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0,21.6,27.6,16.6,72,0.0,9.4,987.4
2023-10-22,Punjab,Patiala,1.0,PM2.5,136.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,21.9,28.3,16.6,69,0.0,10.7,986.7
2023-10-22,Punjab,Rupnagar,1.0,PM10,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,20.2,27.5,13.0,71,0.0,8.7,985.7
2023-10-23,Punjab,Amritsar,1.0,PM10,88.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,29.0,21.1,27.8,15.6,76,0.0,10.0,988.0
2023-10-23,Punjab,Bathinda,1.0,PM2.5,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,22.9,29.5,17.4,67,0.0,13.0,991.1
2023-10-23,Punjab,Jalandhar,1.0,PM10,87.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0,21.3,28.6,16.3,75,0.0,10.0,986.8
2023-10-23,Punjab,Ludhiana,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,10.0,22.0,29.3,17.5,72,0.0,10.7,985.7
2023-10-23,Punjab,Patiala,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,14.0,22.4,30.0,17.3,66,0.0,10.9,985.1
2023-10-23,Punjab,Rupnagar,1.0,PM10,108.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,21.5,29.1,15.3,69,0.0,10.4,984.1
2023-10-24,Punjab,Amritsar,1.0,PM10,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,26.0,21.5,28.0,15.4,72,0.0,7.2,987.4
2023-10-24,Punjab,Bathinda,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,22.4,29.2,17.3,67,0.1,17.0,990.5
2023-10-24,Punjab,Jalandhar,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,8.0,21.7,28.6,15.3,72,0.0,10.8,986.1
2023-10-24,Punjab,Ludhiana,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,42.0,22.2,29.5,16.4,68,0.0,11.7,985.1
2023-10-24,Punjab,Patiala,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,63.0,22.7,30.2,16.1,64,0.0,11.2,984.4
2023-10-24,Punjab,Rupnagar,1.0,PM10,134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,20.8,29.2,13.9,65,0.0,11.5,983.4
2023-10-25,Punjab,Amritsar,1.0,PM10,126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,79.0,21.1,28.7,14.8,75,0.0,10.1,988.0
2023-10-25,Punjab,Bathinda,1.0,PM2.5,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0,22.5,29.6,16.7,67,0.0,10.7,991.2
2023-10-25,Punjab,Jalandhar,1.0,PM10,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,11.0,21.8,29.1,15.3,73,0.0,11.1,986.9
2023-10-25,Punjab,Ludhiana,1.0,PM10,116.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,16.0,22.1,29.7,15.9,68,0.0,10.6,985.8
2023-10-25,Punjab,Patiala,1.0,PM10,104.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,47.0,22.6,30.2,16.7,61,0.0,13.6,985.1
2023-10-25,Punjab,Rupnagar,1.0,PM10,123.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,21.0,29.8,13.6,69,0.0,11.0,984.0
2023-10-26,Punjab,Amritsar,1.0,PM2.5,172.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,91.0,21.0,28.3,14.6,76,0.0,9.4,987.5
2023-10-26,Punjab,Bathinda,1.0,PM2.5,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,13.0,23.1,30.7,16.5,59,0.0,11.1,990.6
2023-10-26,Punjab,Jalandhar,1.0,PM2.5,193.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,23.0,21.5,28.8,15.3,74,0.0,12.8,986.4
2023-10-26,Punjab,Ludhiana,1.0,PM2.5,143.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,24.0,21.8,29.8,16.1,69,0.0,12.5,985.3
2023-10-26,Punjab,Patiala,1.0,PM10,118.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,81.0,22.5,30.5,17.2,63,0.0,14.6,984.6
2023-10-26,Punjab,Rupnagar,1.0,PM10,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,20.5,29.8,13.5,71,0.0,14.5,983.5
2023-10-27,Punjab,Amritsar,1.0,PM2.5,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,76.0,21.4,28.7,14.5,77,0.0,7.2,986.4
2023-10-27,Punjab,Bathinda,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,18.0,23.1,30.4,16.5,61,0.0,10.5,989.4
2023-10-27,Punjab,Jalandhar,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,30.0,21.8,28.9,16.2,71,0.0,10.9,985.4
2023-10-27,Punjab,Ludhiana,1.0,PM2.5,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,31.0,22.6,30.1,14.8,62,0.0,9.9,984.4
2023-10-27,Punjab,Patiala,1.0,PM2.5,134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,97.0,22.1,30.5,15.4,60,0.0,11.7,983.7
2023-10-27,Punjab,Rupnagar,1.0,PM10,159.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,20.2,29.6,11.7,70,0.0,11.5,982.6
2023-10-28,Punjab,Amritsar,1.0,PM2.5,155.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,21.9,28.7,15.8,79,0.0,8.0,986.7
2023-10-28,Punjab,Bathinda,1.0,PM2.5,196.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,23.3,30.5,17.8,59,0.0,9.7,989.5
2023-10-28,Punjab,Jalandhar,1.0,PM2.5,141.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0,22.0,29.0,15.7,75,0.0,8.8,985.6
2023-10-28,Punjab,Ludhiana,1.0,PM10,134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,22.8,29.9,16.8,66,0.0,9.7,984.6
2023-10-28,Punjab,Patiala,1.0,PM2.5,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0,22.4,29.9,16.0,66,0.0,9.1,984.0
2023-10-29,Punjab,Amritsar,1.0,PM2.5,134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,57.0,22.6,28.9,17.1,78,0.0,8.8,987.1
2023-10-29,Punjab,Bathinda,1.0,PM2.5,328.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,34.0,23.9,30.5,17.3,62,0.0,9.0,989.9
2023-10-29,Punjab,Jalandhar,1.0,PM10,129.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,30.0,22.8,29.1,16.6,73,0.0,7.7,986.0
2023-10-29,Punjab,Ludhiana,1.0,PM2.5,217.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,57.0,23.1,30.0,16.8,68,0.0,8.5,984.9
2023-10-29,Punjab,Patiala,1.0,PM2.5,202.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,83.0,22.7,30.2,17.1,68,0.0,9.1,984.3
2023-10-29,Punjab,Rupnagar,1.0,PM2.5,201.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0,21.0,28.9,12.4,70,0.0,6.1,983.4
2023-10-30,Punjab,Amritsar,1.0,PM2.5,195.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,43.0,22.2,29.2,17.1,78,0.0,8.9,987.9
2023-10-30,Punjab,Bathinda,1.0,PM2.5,381.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,44.0,24.1,30.5,18.5,66,0.1,9.6,990.8
2023-10-30,Punjab,Jalandhar,1.0,PM2.5,181.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,30.0,22.8,29.1,17.5,74,0.0,8.8,986.8
2023-10-30,Punjab,Ludhiana,1.0,PM2.5,250.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,53.0,23.2,30.0,17.2,69,0.0,8.1,985.8
2023-10-30,Punjab,Patiala,1.0,PM2.5,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,55.0,22.8,30.3,16.5,68,0.0,8.4,985.1
2023-10-30,Punjab,Rupnagar,1.0,PM2.5,228.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,21.3,29.1,12.6,65,0.0,8.2,984.2
2023-10-31,Punjab,Amritsar,1.0,PM2.5,177.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,64.0,22.7,29.3,16.7,77,0.0,8.2,989.1
2023-10-31,Punjab,Bathinda,1.0,PM2.5,326.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,70.0,24.3,30.7,18.6,66,0.0,8.6,992.0
2023-10-31,Punjab,Jalandhar,1.0,PM2.5,183.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,64.0,23.1,29.4,18.1,75,0.0,10.3,988.0
2023-10-31,Punjab,Ludhiana,1.0,PM2.5,186.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,69.0,23.3,30.2,17.6,70,0.0,8.5,986.9
2023-10-31,Punjab,Patiala,1.0,PM2.5,254.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,84.0,22.8,30.6,16.6,69,0.0,8.9,986.4
2023-10-31,Punjab,Rupnagar,1.0,PM2.5,217.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0,20.8,29.4,13.3,67,0.0,8.5,985.3
2023-11-01,Punjab,Amritsar,1.0,PM2.5,227.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,86.0,22.3,28.6,17.9,78,0.0,8.4,989.9
2023-11-01,Punjab,Bathinda,1.0,PM2.5,277.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,97.0,23.6,30.0,18.2,66,0.0,9.4,992.7
2023-11-01,Punjab,Jalandhar,1.0,PM2.5,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,66.0,22.2,28.5,15.9,71,0.0,9.7,988.8
2023-11-01,Punjab,Ludhiana,1.0,PM2.5,245.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,75.0,22.6,29.7,15.9,68,0.0,9.0,987.7
2023-11-01,Punjab,Patiala,1.0,PM2.5,161.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,127.0,22.7,30.2,16.5,68,0.0,9.7,987.1
2023-11-02,Punjab,Amritsar,1.0,PM2.5,156.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,57.0,21.2,28.8,16.5,81,1.4,31.0,988.1
2023-11-02,Punjab,Bathinda,1.0,PM2.5,306.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,111.0,22.7,29.4,18.3,73,0.0,13.7,991.1
2023-11-02,Punjab,Jalandhar,1.0,PM2.5,221.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,66.0,22.1,28.9,16.2,72,0.0,10.4,986.8
2023-11-02,Punjab,Ludhiana,1.0,PM2.5,219.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,80.0,22.4,29.7,16.3,67,0.0,12.6,985.8
2023-11-02,Punjab,Patiala,1.0,PM2.5,307.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,88.0,22.6,29.8,16.4,65,0.0,10.9,985.2
2023-11-03,Punjab,Amritsar,1.0,PM2.5,248.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,43.0,20.9,27.4,16.3,78,0.1,10.3,985.5
2023-11-03,Punjab,Bathinda,1.0,PM2.5,338.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,112.0,21.8,29.5,17.7,69,2.6,24.2,988.7
2023-11-03,Punjab,Jalandhar,1.0,PM2.5,268.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,77.0,20.7,27.8,16.0,75,0.0,11.5,984.4
2023-11-03,Punjab,Ludhiana,1.0,PM2.5,228.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,59.0,21.5,28.6,16.7,67,0.1,10.7,983.4
2023-11-03,Punjab,Patiala,1.0,PM2.5,243.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,99.0,21.4,29.0,17.4,69,1.2,17.9,982.8
2023-11-04,Punjab,Amritsar,1.0,PM2.5,282.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,23.0,20.8,28.4,14.2,75,0.0,9.3,985.9
2023-11-04,Punjab,Bathinda,1.0,PM2.5,385.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,112.0,22.3,29.8,16.5,62,0.0,10.7,989.0
2023-11-04,Punjab,Jalandhar,1.0,PM2.5,295.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,67.0,21.3,28.8,15.0,69,0.0,11.0,984.8
2023-11-04,Punjab,Ludhiana,1.0,PM2.5,289.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,74.0,21.2,29.5,14.3,63,0.0,11.5,983.7
2023-11-04,Punjab,Patiala,1.0,PM2.5,247.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,49.0,21.4,29.5,13.8,60,0.0,11.9,983.0
2023-11-05,Punjab,Amritsar,1.0,PM2.5,178.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,56.0,20.9,27.8,14.3,74,0.0,8.9,987.2
2023-11-05,Punjab,Bathinda,1.0,PM2.5,375.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,247.0,22.5,29.3,16.1,57,0.0,9.7,990.3
2023-11-05,Punjab,Jalandhar,1.0,PM2.5,261.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,155.0,21.3,28.3,15.0,70,0.0,11.3,986.1
2023-11-05,Punjab,Ludhiana,1.0,PM2.5,243.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,184.0,21.6,29.4,15.3,65,0.0,10.9,985.0
2023-11-05,Punjab,Patiala,1.0,PM2.5,248.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,169.0,21.3,29.6,15.6,65,0.0,12.4,984.4
2023-11-06,Punjab,Amritsar,1.0,PM2.5,316.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,7.0,20.5,27.8,14.3,78,0.0,8.6,988.8
2023-11-06,Punjab,Bathinda,1.0,PM2.5,288.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,210.0,22.0,29.3,15.1,55,0.0,10.4,991.7
2023-11-06,Punjab,Jalandhar,1.0,PM2.5,222.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,70.0,20.4,27.7,13.9,73,0.0,11.2,987.7
2023-11-06,Punjab,Ludhiana,1.0,PM2.5,282.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,89.0,21.0,28.7,14.2,64,0.0,9.4,986.7
2023-11-06,Punjab,Patiala,1.0,PM2.5,219.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,89.0,20.9,28.7,14.4,61,0.0,9.8,986.1
2023-11-07,Punjab,Amritsar,1.0,PM2.5,205.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0,20.4,27.4,15.6,79,0.4,12.7,988.3
2023-11-07,Punjab,Bathinda,1.0,PM2.5,343.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,129.0,22.7,29.7,16.7,59,0.0,13.3,991.1
2023-11-07,Punjab,Jalandhar,1.0,PM2.5,252.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,50.0,20.6,27.7,15.0,76,0.0,9.4,987.1
2023-11-07,Punjab,Ludhiana,1.0,PM2.5,239.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,86.0,21.5,28.8,15.3,69,0.0,10.0,986.0
2023-11-07,Punjab,Patiala,1.0,PM2.5,250.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,68.0,21.5,29.2,14.8,64,0.0,10.0,985.4
2023-11-07,Punjab,Rupnagar,1.0,PM2.5,214.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,19.2,28.1,11.3,70,0.0,9.8,984.3
2023-11-08,Punjab,Amritsar,1.0,PM2.5,240.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,10.0,19.3,26.8,14.8,81,0.0,14.8,987.2
2023-11-08,Punjab,Bathinda,1.0,PM2.5,348.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,221.0,22.1,29.2,16.7,68,0.0,9.6,990.2
2023-11-08,Punjab,Jalandhar,1.0,PM2.5,266.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,90.0,21.0,27.6,16.3,76,0.0,12.0,986.1
2023-11-08,Punjab,Ludhiana,1.0,PM2.5,292.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,96.0,21.8,29.3,16.6,70,0.1,13.6,985.0
2023-11-08,Punjab,Patiala,1.0,PM2.5,267.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,106.0,22.3,30.1,16.1,62,0.0,13.2,984.2
2023-11-08,Punjab,Rupnagar,1.0,PM2.5,207.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,19.6,28.8,12.0,70,0.0,14.6,983.2
2023-11-09,Punjab,Amritsar,1.0,PM2.5,229.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0,19.6,26.9,14.4,78,1.2,14.7,987.0
2023-11-09,Punjab,Bathinda,1.0,PM2.5,372.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,17.0,21.8,29.1,16.1,66,0.0,8.7,989.9
2023-11-09,Punjab,Jalandhar,1.0,PM2.5,249.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,32.0,20.8,27.8,15.0,71,0.0,9.1,985.8
2023-11-09,Punjab,Ludhiana,1.0,PM2.5,285.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,17.0,21.0,28.5,15.2,69,0.0,8.7,984.7
2023-11-09,Punjab,Patiala,1.0,PM2.5,306.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,29.0,21.6,29.0,15.6,64,0.0,10.0,984.2
2023-11-09,Punjab,Rupnagar,1.0,PM2.5,205.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,19.6,28.3,13.3,70,0.0,6.8,983.1
2023-11-10,Punjab,Amritsar,1.0,PM2.5,212.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,17.0,20.4,13.9,88,8.7,21.1,989.5
2023-11-10,Punjab,Bathinda,1.0,PM10,383.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,19.0,24.9,15.0,76,10.0,20.7,991.8
2023-11-10,Punjab,Jalandhar,1.0,PM2.5,221.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,17.1,20.8,14.5,87,9.0,18.3,988.3
2023-11-10,Punjab,Ludhiana,1.0,PM2.5,267.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,17.6,21.6,14.9,82,5.6,19.1,987.1
2023-11-10,Punjab,Patiala,1.0,PM2.5,306.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,18.9,24.4,15.2,78,5.7,18.6,986.6
2023-11-10,Punjab,Rupnagar,1.0,PM2.5,225.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,17.1,22.3,13.9,81,15.4,15.6,985.7
2023-11-11,Punjab,Amritsar,1.0,PM2.5,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,17.1,23.9,12.4,81,0.0,9.7,991.3
2023-11-11,Punjab,Bathinda,1.0,PM10,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,18.0,24.3,13.9,81,0.0,9.1,994.6
2023-11-11,Punjab,Jalandhar,1.0,PM2.5,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,16.8,23.8,12.5,83,0.0,11.2,990.1
2023-11-11,Punjab,Ludhiana,1.0,CO,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0,17.7,24.5,13.7,80,0.0,11.0,989.0
2023-11-11,Punjab,Patiala,1.0,PM2.5,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,18.2,24.8,13.3,77,0.0,9.5,988.3
2023-11-12,Punjab,Amritsar,1.0,PM2.5,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,17.1,23.9,12.0,81,0.0,10.2,991.0
2023-11-12,Punjab,Bathinda,1.0,PM2.5,180.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,75.0,18.5,25.3,13.7,72,0.0,10.9,994.3
2023-11-12,Punjab,Jalandhar,1.0,PM2.5,138.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,17.0,24.3,11.5,80,0.0,10.4,989.9
2023-11-12,Punjab,Ludhiana,1.0,PM10,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,143.0,17.7,25.1,13.1,76,0.0,12.2,988.8
2023-11-12,Punjab,Patiala,1.0,PM10,88.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,65.0,18.6,25.9,14.1,71,0.0,12.5,988.0
2023-11-12,Punjab,Rupnagar,1.0,PM10,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,17.3,25.0,11.5,79,0.0,12.0,986.9
2023-11-13,Punjab,Amritsar,1.0,PM2.5,256.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,12.0,17.3,24.5,12.0,82,0.0,9.7,990.9
